SKU,Item Name,SCM Unit,Transit Unit,Legacy Conversion,Derived Conversion,Pattern,Conversion Source,Evidence,Status
333204,Kertas Roti 23X33 @2000 Talas,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE,CONVERSION_CONFLICT",PENDING
333205,Kertas Roti Buram,PCS,PCS,500.0,500.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333206,Kertas nasi,PACK,PACK,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333208,kertas roti bento cake 15x15,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333209,KERTAS ROTI DIAMETER 17,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333210,KERTAS ROTI DIAMETER 13,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333211,BAKING PAPER 40X60 CM @500 SHEET,PCS,PCS,500.0,500.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
333212,STICKER COOKIES TUTUP TOPLES,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333213,SOLATIF,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333214,STICKER COOKIES RASA,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333215,STICKER COOKIES HAMPERS,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333216,BUBBLE WRAP,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333217,SOLATIF BESAR,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333218,SOLATIF MERAH,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333220,KERTAS ROTI 12X22,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333221,KERTAS ROTI 22X22,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333301,Label Mochi Blueberry @1X500Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
333302,Label Mochi Coklat @1X500Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
333303,Label Mochi Durian @1X500Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
333304,Label Mochi Mocca @1X500Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
333305,Label Mochi Pandan Suji @1X500Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
333306,Label Mochi Strawberry @1X500Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
333401,Paper Case 3017 Bulat @200,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333402,Paper Case 3018 (Oval) @200,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333403,Paperbag For France,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333404,Papercase 3051 Dark Green (Muffin)@50 Pak,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE,CONVERSION_CONFLICT",PENDING
333405,Papercase 3312 Hexa-N18 (Moulten) @100,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333406,Paper Case - 3029 (G1) Bulat,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333407,Cup bento cake,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333409,KERTAS EDIBLE A4,PCS,PCS,100.0,100.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333410,CAKE CASE,PCS,PCS,1000.0,1000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333411,KERTAS FOTO A4,PACK,PACK,20.0,20.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333501,Shoping Bag Mochi Spesial,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333502,Sticker Bolu Amor Oval @43Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE,CONVERSION_CONFLICT",PENDING
333503,Sticker Bunga Bolu Amor,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333504,Sticker Nayla @1Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
333505,Sticker Roti Bolu Amor Kecil,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333506,STICKER PUDING ITALIA SAUS ORIGINAL,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333507,STICKER PUDING ITALIA SAUS ALPENLIEBE,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333508,STICKER PUDING ITALIA SAUS SAWADIKAP,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333509,STICKER PUDING ITALIA SAUS MATCHA,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333510,STICKER PUDING ITALIA SAUS CHOCOLATO,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333511,Sticker Milkbun,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333512,STICKER BENTO,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333513,STICKER LOGO PEMKOT,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333514,STICKER ROTI SISIR,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
333515,STICKER DUBAI CHEWY COOKIES,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400101,Abon,KG,KG,6.0,6.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400102,Almonesia,KG,KG,11.34,11.34,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400103,MANDARIN ORANGE WILMOND,JAR,JAR,24.0,24.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400106,Kismis Lion Sunraisin,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400107,Maraschino Red Cherry @4 Jar,KG,KG,5000.0,5000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE,CONVERSION_CONFLICT",PENDING
400108,Abon Ayam,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400110,Chopped Peanut @10Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
400111,"Delifruit Dark Cherry 50 @2,7 Kg",KG,KG,2.7,2.7,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
400112,ROYAL KING BLACK BROWN RAISIN 10KG,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400113,ABON AYAM PEDAS,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400114,CHERRY WILMOND @ 2KG,KG,KG,2.0,2.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
400115,Red Cherry @3.6 kg,KG,KG,3.6,3.6,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
400117,Jamur Kaleng,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400201,Pisang Ambon Matang,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"LEGACY_CONVERSION_CANDIDATE,MOVEMENT_RECONCILIATION_REVIEW",PENDING
400202,Pisang Ambon Mentah,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400203,Pisang Raja Ajo,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400204,Pisang Raja Matang,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400205,Pisang Raja Mentah,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400206,TAPE,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400207,ANGGUR,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400208,STRAWBERRY,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400209,MELON,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400210,AYAM FILLET,GR,GR,1000.0,1000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400211,BUMBU KARE INDOFOOD,GR,GR,45.0,45.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400212,LADA BUBUK,GR,GR,1000.0,1000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400213,KIWI,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400214,YOLK,GR,GR,1000.0,1000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400215,EGG WHITE POWDER,GR,GR,1000.0,1000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400216,LEMON,KG,KG,1000.0,1000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400217,BERAS KETAN PUTIH,GR,GR,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400301,Sasa Santan Bubuk @10X12X20Gr,PCS,PCS,120.0,120.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
400302,Sasa Santan Cair 65Ml @32Pcs,PCS,PCS,32.0,32.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
400303,Sasa Santan Cair@24X200Ml,PCS,PCS,24.0,24.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
400304,Madu,KG,KG,3.0,3.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400305,SUN KARA 1000 ML,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400306,MADU TJ 150 GR,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400401,Spikel,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400501,Telur Merah Grade A (Asb),KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400502,TELUR,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400503,TELUR MERAH GRADE B BOGOR,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400504,Telur Putih,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400505,Telur Ayam Non Sortir,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400506,Telur Putih Retak,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400507,"TELUR AYAM ""INTAN SINAR ABADI""",KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
400601,Wijen Putih @1KG,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
400602,WIJEN HITAM @250gr,KG,KG,0.25,0.25,NO_PACKAGING_EVIDENCE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE,CONVERSION_CONFLICT",PENDING
400603,Abon Sapi Piala @4x1kg,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
400604,Abon Sapi Piala pedas @4x1kg,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
400605,LEPATTA SAVOR BEEF @12 KG,KG,KG,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
444101,Dishwash 5Liter,LTR,LTR,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444102,Disinfektan,LTR,LTR,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444103,NUTRI WASH LIME @2KG,KG,KG,2.0,2.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
444104,DISHWASH SUPER PREMIUM @5LITER,LTR,LTR,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
444105,FLOOR CLEANER LAVENDER @5LITER,LTR,LTR,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
444106,HANDWASH JASMINE @5LITER,LTR,LTR,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
444107,PENGHARUM,LTR,LTR,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444201,Floor Cleaner 5 Liter,LTR,LTR,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444202,Foodpack Garlic Cheese Bread @12X36Pack,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
444204,Paperbag Brown Kraft 150Gr 24X15X29,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444205,Paperbag Brown Kraft 200Gr 24X25X25,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444206,"Paperbag Brown Samson 85Gr 18X11,5X28",PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444208,Butter Milk Powder @ 1000 Gr - Pewangi Ruangan,GR,GR,1000.0,1000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
444209,MAMA LEMON 680 ML,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444210,TUSUK GIGI,PACK,PACK,100.0,100.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444211,TUSUK SATE,PACK,PACK,100.0,100.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444301,Gas 12 Kg Bogor,KG,KG,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444302,Gas 12 Kg Sukabumi,KG,KG,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444303,GAS PORTABLE,GR,GR,235.0,235.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444304,OXYGEN ABSORBER,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444305,SILICA GEL,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444400,Glass Cleaner 5 Liter (Pembersih Kaca),LTR,LTR,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444501,Hand Glove Latex,PACK,PACK,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444502,Hand Glove Plastik,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444503,Hand Glove Nitrile Sensi,PCS,PCS,100.0,100.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444601,Handsanityzer @20 Lt,LTR,LTR,20.0,20.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
444603,HANDSANITYZER,LTR,LTR,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444701,Icipon,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444703,Jumbo Roll Tissue,PACK,PACK,16.0,16.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444704,Multi Purpose Tissue,PCS,PCS,60.0,60.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444801,Pisau Kue Plastik Besar,PCS,PCS,100.0,100.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444802,PISAU KUE BROWNIS,PCS,PCS,100.0,100.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444803,Pm (S) Strech Film 45Cm @6Roll,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE,CONVERSION_CONFLICT",PENDING
444804,Alumunium Foil,ROLL,ROLL,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444807,Garpu plastik kue ultah,PCS,PCS,200.0,200.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444808,Piring kue emas @1x250x10 pcs,PCS,PCS,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
444809,Piring kue Silver @1x300x10 pcs,PCS,PCS,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
444810,PITA MERAH,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444901,Polibag,PACK,PACK,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444902,Red Handsoap 5Liter,LTR,LTR,5000.0,5000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444903,Sarung Tangan Kain,PCS,PCS,24.0,24.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444904,Sendok Milkbath,PCS,PCS,1000.0,1000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444905,PEMBERSIH KACA,LTR,LTR,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444906,Sendok kayu oval,PCS,PCS,100.0,100.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
444907,SENDOK MILKBUN,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
